Name,year,Esrp,Genre,rate,vote,country,company,Sales
Ratchet & Clank Future: A Crack in Time,2009,Everyone1Adults Only+,Comedy,8.5,1000,United States,Insomniac Games,0.9
Star Wars: The Old Republic,2011,Teen,Fantasy,8.5,3000,Canada,Bioware,0.86
Astro's Playroom,2020,Everyone,Comedy,8.5,1000,United States,SIE Japan Studio,0.83
Hitman 3,2021,Mature,Mystery,8.5,1000,Denmark,IO Interactive,0.82
Spider-Man: Miles Morales,2020,Teen,Fantasy,8.5,5000,United States,Insomniac Games,0.82
Mafia II,2010,Mature,Drama,8.5,10000,Czech Republic,D3t,0.76
Wiedzmin,2007,Mature,Drama,8.5,4000,Poland,CD Projekt RED,0.73
The Lord of the Rings: The Battle for Middle-earth II - The Rise of the Witch-king,2006,Not Rated,Fantasy,8.5,1000,United States,Electronic Arts (EA),0.7
Uncharted: Drake's Fortune,2007,Teen,Fantasy,8.5,20000,United States,Naughty Dog,0.69
World of Warcraft: The Burning Crusade,2007,Teen,Fantasy,8.5,2000,United States,Blizzard Entertainment,0.68
Gears of War,2006,Mature,War,8.5,8000,United States,Epic Games,0.65
Prince of Persia: The Two Thrones,2005,Mature,Fantasy,8.5,3000,Canada,Ubisoft Montreal,0.63
Kuraishisu koa: Fainaru fantajî VII,2007,Teen,Fantasy,8.5,1000,Japan,Square Enix Company,0.63
Call of Duty 2,2005,Teen,War,8.5,6000,United States,Infinity Ward,0.63
Alan Wake,2010,Teen,Horror,8.5,5000,Finland,Remedy Entertainment,0.63
Jak 3,2004,Teen,Comedy,8.5,1000,United States,Naughty Dog,0.61
Devil May Cry 3,2005,Mature,Fantasy,8.5,2000,Japan,Capcom Company,0.6
Ratchet & Clank: Going Commando,2003,Teen,Comedy,8.5,1000,United States,Insomniac Games,0.58
Prince of Persia: The Sands of Time,2003,Teen,Fantasy,8.5,5000,Canada,Ubisoft Montreal,0.57
Jak II,2003,Teen,Comedy,8.5,1000,United States,Naughty Dog,0.57
Mario Kart: Double Dash!!,2003,Everyone,Fantasy,8.5,2000,Japan,GameCube,0.56
Sonic the Hedgehog 2,1992,Everyone,Family,8.5,2000,Japan,Sega Technical Institute,0.55
Doom II: Hell on Earth,1994,Mature,Sci-Fi,8.5,2000,United States,id Software,0.55
Paper Mario,2000,Everyone,Fantasy,8.5,1000,Japan,Nintendo,0.54
Half-Life: Counter-Strike,2000,Mature,Crime,8.5,3000,United States,The Counter-Strike Team,0.53
Banjo-Kazooie,1998,Everyone,Fantasy,8.5,1000,United Kingdom,Rare,0.53
Spyro: Year of the Dragon,2000,Everyone,Fantasy,8.5,1000,United States,Cerny Games,0.53
Warcraft II: Tides of Darkness,1995,Not Rated,Fantasy,8.5,1000,United States,Blizzard Entertainment,0.52
Diablo,1996,Mature,Fantasy,8.5,2000,United States,Blizzard Entertainment,0.51
Spyro 2: Ripto's Rage!,1999,Everyone,Fantasy,8.5,1000,United States,Insomniac Games,0.51
Sûpâ Mario: Yosshî Airando,1995,Adults Only,Fantasy,8.5,2000,Japan,Nintendo,0.5
Tetris,1984,Not Rated,Unknown,8.5,3000,United States,AcademySoft,0.5
Nintendô ôru sutâ dairantô Sumasshu burazâzu,1999,Everyone,Fantasy,8.5,2000,Japan,HAL Laboratory,0.5
Crash Bandicoot 2: Cortex Strikes Back,1997,Everyone,Comedy,8.5,2000,United States,Naughty Dog,0.49
Star Wars: Jedi Knight - Dark Forces II,1997,Not Rated,Fantasy,8.5,1000,United States,LucasArts Entertainment Company,0.49
Command & Conquer: Red Alert,1996,Teen,War,8.5,2000,United States,Westwood Studios Inc.,0.48
Sonic Mania Plus,2018,Everyone,Family,8.4,1000,Unknown,Unknown,0.45
Subnautica,2018,Everyone1Adults Only+,Mystery,8.4,1000,United States,Unknown,0.45
Batman: The Enemy Within,2017,Mature,Drama,8.4,1000,United States,Telltale Games,0.44
Call of Duty: Modern Warfare Remastered,2016,Mature,Thriller,8.4,2000,United States,Infinity Ward,0.43
Dishonored 2,2016,Mature,Fantasy,8.4,2000,France,Arkane Studios,0.42
Halo: Combat Evolved Anniversary,2011,Mature,Mystery,8.4,1000,Unknown,343 Industries,0.41
South Park: The Fractured But Whole,2017,Mature,Comedy,8.4,1000,United States,South Park Digital Studios,0.4
Overwatch,2016,Teen,Fantasy,8.4,4000,United States,Blizzard Entertainment,0.4
Outlast: Whistleblower,2014,Mature,Mystery,8.4,1000,Canada,Red Barrels,0.39
The Stanley Parable,2013,Teen,Fantasy,8.4,2000,United States,Galactic Cafe,0.39
Valiant Hearts: The Great War,2014,Teen,History,8.4,1000,France,Ubisoft Montpellier Studio,0.39
Dishonored,2012,Mature,Fantasy,8.4,8000,United States,Arkane Studios,0.38
Spec Ops: The Line,2012,Mature,Mystery,8.4,3000,United States,Yager Development,0.38
Beyond: Two Souls,2013,Mature,Drama,8.4,12000,France,Quantic Dream,0.38
inFamous 2,2011,Teen,Fantasy,8.4,3000,United States,Sucker Punch Productions,0.37
Red Dead Redemption: Undead Nightmare,2010,Mature,Fantasy,8.4,4000,United States,Rockstar San Diego,0.37
Metal Gear Solid: Peace Walker,2010,Teen,Drama,8.4,2000,Japan,Kojima Productions,0.35
Mortal Kombat,2011,Mature,Fantasy,8.4,3000,United States,NetherRealm Studios,0.34
Mafia: Definitive Edition,2020,Mature,Crime,8.4,2000,United States,Hangar 13 Games,0.31
Mario Kart Wii,2008,Everyone,Fantasy,8.4,3000,Japan,Nintendo,0.31
Ghostbusters,2009,Teen,Comedy,8.4,3000,United States,Columbia Pictures,0.31
God of War: Chains of Olympus,2008,Mature,Fantasy,8.4,2000,United States,Ready at Dawn Studios,0.29
Call of Duty: Modern Warfare,2019,Mature,Thriller,8.4,5000,United States,Infinity Ward,0.29
S.T.A.L.K.E.R.: Shadow of Chernobyl,2007,Mature,Horror,8.4,1000,Ukraine,GSC Game World,0.29
Grand Theft Auto: Vice City Stories,2006,Mature,Drama,8.4,4000,United Kingdom,Rockstar North,0.28
Fahrenheit,2005,Mature,Fantasy,8.4,3000,France,Quantic Dream,0.27
Jade Empire,2005,Mature,Fantasy,8.4,1000,United States,Bioware,0.26
Syberia,2002,Teen,Fantasy,8.4,1000,France,Microïds,0.26
World of Warcraft,2004,Teen,Fantasy,8.4,5000,United States,Blizzard Entertainment,0.26
Beyond Good & Evil,2003,Teen,Mystery,8.4,1000,France,Ubisoft,0.25
Fable,2004,Mature,Fantasy,8.4,2000,United Kingdom,Lionhead Studios,0.24
Star Wars: Jedi Knight - Jedi Academy,2003,Teen,Fantasy,8.4,2000,United States,LucasArts Entertainment Company,0.24
Ratchet & Clank,2002,Teen,Comedy,8.4,1000,United States,Insomniac Games,0.23
Unreal Tournament,1999,Mature,Sci-Fi,8.4,1000,United States,Epic Games,0.23
Street Fighter II: The World Warrior,1991,Teen,Sci-Fi,8.4,1000,Japan,Capcom Company,0.22
Medal of Honor: Allied Assault,2002,Teen,War,8.4,2000,United States,Electronic Arts (EA),0.22
Star Fox 64,1997,Adults Only,Fantasy,8.4,1000,Japan,Nintendo,0.22
Duke Nukem 3D,1996,Mature,Comedy,8.4,3000,United States,3D Realms Entertainment,0.22
Tekken 3,1997,Teen,Sci-Fi,8.4,2000,Japan,Namco,0.21
Monty Python and the Quest for the Holy Grail,1996,Not Rated,Musical,8.4,1000,United States,7th Level Productions,0.21
Halo Infinite,2021,Teen,Mystery,8.3,1000,United States,Two Penny Props,0.2
A Plague Tale: Innocence,2019,Mature,History,8.3,3000,France,Asobo Studio,0.18
The Evil Within 2,2017,Mature,Drama,8.3,2000,Japan,Tango Gameworks,0.18
Days Gone,2019,Mature,Drama,8.3,5000,United States,SIE Bend Studio,0.18
Mortal Kombat X,2015,Mature,Fantasy,8.3,4000,United States,High Voltage Software,0.17
Rayman Legends,2013,Everyone1Adults Only+,Comedy,8.3,1000,France,Ubisoft Casablanca,0.16
Game of Thrones: A Telltale Games Series,2014,Mature,Fantasy,8.3,4000,United States,Telltale Games,0.16
Wolfenstein: The New Order,2014,Mature,Drama,8.3,5000,Sweden,MachineGames,0.16
Middle-Earth: Shadow of Mordor,2014,Mature,Fantasy,8.3,5000,United States,Monolith Productions,0.16
Hotline Miami,2012,Mature,Horror,8.3,1000,Sweden,Dennaton Games,0.16
Outlast,2013,Mature,Mystery,8.3,4000,Canada,Red Barrels,0.16
Kingdom Hearts III,2019,Everyone1Adults Only+,Family,8.3,2000,Japan,Disney Interactive Japan,0.16
Far Cry 3: Blood Dragon,2013,Mature,Fantasy,8.3,2000,Canada,Ubisoft Montreal,0.16
XCOM: Enemy Unknown,2012,Mature,Thriller,8.3,1000,United States,Firaxis Games Inc.,0.15
Sleeping Dogs,2012,Mature,Drama,8.3,6000,United States,CounterPunch Studios,0.15
Splinter Cell: Blacklist,2013,Mature,Thriller,8.3,2000,Canada,Ubisoft Montreal,0.15
Zeruda no densetsu: Sukaiwôdo sôdo,2011,Everyone1Adults Only+,Fantasy,8.3,2000,Japan,Nintendo Entertainment Analysis and Development (EAD) (I),0.15
Assassin's Creed: Revelations,2011,Not Rated,History,8.3,13000,Canada,Ubisoft Annecy,0.15
Limbo,2010,Teen,Mystery,8.3,5000,Denmark,Playdead Studios,0.14
Call of Duty: Black Ops,2010,Mature,Thriller,8.3,19000,United States,PCB Productions,0.14
Dragon Age: Origins - Awakening,2010,Mature,Fantasy,8.3,2000,Canada,Bioware,0.13
Left 4 Dead 2,2009,Mature,Horror,8.3,6000,United States,Turtle Rock Studios,0.13
BioShock 2,2010,Mature,Horror,8.3,9000,United States,2K Marin,0.13
Left 4 Dead,2008,Mature,Horror,8.3,6000,United States,Turtle Rock Studios,0.13
Guitar Hero III: Legends of Rock,2007,Teen,Music,8.3,2000,United States,Neversoft Entertainment,0.12
Ratchet & Clank Future: Tools of Destruction,2007,Everyone1Adults Only+,Comedy,8.3,1000,United States,Insomniac Games,0.11
Crysis,2007,Mature,Mystery,8.3,5000,Germany,Crytek Studios,0.1
Guitar Hero II,2006,Teen,Music,8.3,1000,United States,Curious Pictures,0.1
Lego Star Wars II: The Original Trilogy,2006,Everyone1Adults Only+,Family,8.3,2000,United States,Amaze Entertainment,0.1
F.E.A.R.: First Encounter Assault Recon,2005,Mature,Mystery,8.3,2000,United States,Monolith Productions,0.1
Gun,2005,Mature,Western,8.3,2000,United States,Neversoft Entertainment,0.1
Scarface: The World Is Yours,2006,Mature,Drama,8.3,2000,United States,Nintendo Wii,0.1
The Godfather,2006,Mature,Drama,8.3,3000,United States,Electronic Arts (EA),0.09
The Punisher,2004,O,Crime,8.3,1000,United States,Volition Inc.,0.09
Hoshi no Kirby Super Deluxe,1996,Everyone,Family,8.3,1000,Japan,HAL Laboratory,0.09
Star Wars: Battlefront,2004,Teen,Sci-Fi,8.3,4000,United States,Pandemic Production,0.09
Age of Mythology,2002,Not Rated,Fantasy,8.3,2000,United States,Ensemble Studios,0.09
The Lord of the Rings: The Return of the King,2003,Teen,Fantasy,8.3,2000,United States,Electronic Arts (EA),0.08
The Sims 2,2004,Teen,Romance,8.3,3000,United States,Electronic Arts (EA),0.08
Sly Cooper and the Thievius Raccoonus,2002,Everyone,Adventure,8.3,1000,United States,Sucker Punch Productions,0.07
Poketto Monsutâ Rubî,2002,Everyone,Family,8.3,1000,Japan,Creatures,0.07
Splinter Cell,2002,Teen,Thriller,8.3,3000,France,Ubisoft Montreal,0.06
Hitman 2: Silent Assassin,2002,Mature,Mystery,8.3,3000,Denmark,IO Interactive,0.06
Command & Conquer: Yuri's Revenge,2001,Teen,War,8.3,1000,United States,Westwood Studios Inc.,0.06
Sonic the Hedgehog 3,1994,Adults Only,Family,8.3,1000,United States,Sega Technical Institute,0.06
Return to Castle Wolfenstein,2001,Mature,Fantasy,8.3,2000,United States,Activision,0.06
Aliens vs. Predator 2,2001,Mature,Sci-Fi,8.3,1000,United States,Monolith Productions,0.06
Command & Conquer,1995,Teen,War,8.3,1000,United States,Looking Glass Studios,0.05
Supa Mario Kato,1992,Not Rated,Fantasy,8.3,2000,Japan,Nintendo,0.05
Medal of Honor,1999,Teen,War,8.3,1000,United States,DreamWorks Interactive,0.05
Fainaru fantajî IV,1991,Not Rated,Fantasy,8.3,1000,Japan,Square Company,0.05
Rockman 2: Dr. Wairî no nazo,1988,Everyone,Sci-Fi,8.3,1000,Japan,Capcom Company,0.05
Kontora,1987,Everyone1Adults Only+,Sci-Fi,8.3,1000,Japan,Digital Eclipse,0.05
Hitman 2,2018,Mature,Mystery,8.2,1000,Denmark,IO Interactive,0.03
Doki Doki Literature Club!,2017,Mature,Romance,8.2,1000,United States,Team Salvato,0.03
Metro Exodus,2019,Mature,Horror,8.2,2000,Ukraine,4A Games,0.03
Little Nightmares,2017,Teen,Horror,8.2,2000,Sweden,Tarsier Studios,0.02
Middle-Earth: Shadow of War,2017,Mature,Fantasy,8.2,2000,United States,Monolith Productions,0.02
Sonic Mania,2017,Everyone,Adventure,8.2,1000,Japan,Christian Whitehead,0.01
Firewatch,2016,Mature,Thriller,8.2,3000,United States,Campo Santo,0.01
Dying Light,2015,Mature,Horror,8.2,4000,Poland,Techland,0.23
Diablo III: Reaper of Souls,2014,Mature,Fantasy,8.2,1000,United States,Unknown,0.21
Kingdom Come: Deliverance,2018,Mature,History,8.2,1000,Czech Republic,Warhorse Studios,0.18
Brothers: A Tale of Two Sons,2013,Teen,Fantasy,8.2,1000,Sweden,Starbreeze Studios,0.12
Batman: Arkham Origins,2013,Teen,Crime,8.2,14000,Canada,DC Entertainment,0.05
Lego Marvel Super Heroes,2013,Everyone1Adults Only+,Fantasy,8.2,3000,United Kingdom,Marvel Enterprises,0.02
Dota 2,2013,Teen,Fantasy,8.2,1000,United States,Valve,0.08
Lego the Lord of the Rings: The Video Game,2012,Everyone1Adults Only+,Fantasy,8.2,1000,United States,LEGO,0.01
Metro: Last Light,2013,Mature,Horror,8.2,4000,Ukraine,4A Games,0.21
Sûpâ Mario 3D rando,2011,Everyone,Family,8.2,1000,United States,Nintendo,0.09
Hitman: Absolution,2012,Mature,Drama,8.2,6000,Denmark,IO Interactive,0.06
Alice: Madness Returns,2011,Mature,Fantasy,8.2,1000,United States,Spicy Horse,0.01
The Quarry,2022,Mature,Horror,8.2,1000,United Kingdom,Supermassive Games,0.1
Amnesia: The Dark Descent,2010,Mature,Mystery,8.2,2000,Sweden,Frictional Games,0.03
LittleBigPlanet 2,2011,Everyone,Fantasy,8.2,1000,United Kingdom,Media Molecule,0.03
Battlefield: Bad Company 2,2010,Mature,Comedy,8.2,4000,United States,Digital Illusions CE (DICE),0.02
New Super Mario Bros. Wii,2009,Everyone,Fantasy,8.2,3000,Japan,Nintendo Entertainment Analysis and Development (EAD) (I),0.02
Grand Theft Auto IV: The Lost and Damned,2009,Mature,Drama,8.2,4000,United Kingdom,Rockstar North,0.02
Call of Duty: World at War,2008,Mature,Thriller,8.2,12000,United States,Activision,0.02
Fable II,2008,Mature,Fantasy,8.2,2000,United Kingdom,Lionhead Studios,0.02
The Chronicles of Riddick: Assault on Dark Athena,2009,Mature,Sci-Fi,8.2,1000,United States,Tigon Studios,0.08
Team Fortress 2,2007,Mature,Sci-Fi,8.2,4000,United States,Valve,0.07
The Darkness,2007,Mature,Drama,8.2,1000,Sweden,Top Cow Productions,0.02
New Super Mario Bros.,2006,Everyone,Family,8.2,2000,Japan,Nintendo,0.05
Marvel: Ultimate Alliance,2006,Teen,Fantasy,8.2,2000,United States,Marvel Enterprises,0.02
Batman Begins,2005,Teen,Crime,8.2,14000,United States,Eurocom Entertainment Software,0.04
Star Wars: Republic Commando,2005,Teen,Sci-Fi,8.2,2000,United States,LucasArts Entertainment Company,0.18
Age of Empires,1997,Teen,History,8.2,2000,United States,Ensemble Studios,0.08
Fainaru fantajî XII,2006,Teen,Fantasy,8.2,3000,Japan,Square Enix Company,0.04
The Simpsons: Hit & Run,2003,Teen,Adventure,8.2,2000,United States,20th Century Fox Television,0.02
Manhunt,2003,Mature,Thriller,8.2,2000,United Kingdom,Rockstar North,0.01
Soulcalibur II,2003,Teen,Fantasy,8.2,1000,Japan,Namco,0.01
The Lord of the Rings: The Two Towers,2002,Teen,Fantasy,8.2,3000,United States,Electronic Arts (EA),0.07
Metal Gear 2: Solid Snake,1990,Not Rated,Sci-Fi,8.2,1000,Japan,Konami,0.02
Crash Bandicoot,1996,Everyone,Adventure,8.2,3000,United States,Naughty Dog,0.14
Sonic & Knuckles,1994,Everyone,Family,8.2,1000,United States,Sega Technical Institute,0.05
Warcraft II: Beyond the Dark Portal,1996,Not Rated,Fantasy,8.2,1000,United States,Blizzard Entertainment,7.81
Teenage Mutant Ninja Turtles: Turtles in Time,1991,Not Rated,Sci-Fi,8.2,1000,Japan,Konami,3.18
Tony Hawk's Pro Skater 2,2000,Teen,Sport,8.2,1000,United States,Neversoft Entertainment,1.97
Spyro the Dragon,1998,Everyone,Adventure,8.2,2000,United States,Insomniac Games,1.55
Prince of Persia,1989,Everyone,Fantasy,8.2,1000,United States,Arsys Software,1.3
Mortal Kombat II,1993,Mature,Fantasy,8.2,2000,United States,Midway Mfg,1.26
Quake,1996,Mature,Fantasy,8.2,2000,United States,Lion Entertainment,1.1
Control,2019,Mature,Horror,8.1,3000,Finland,Remedy Entertainment,0.77
Prey,2017,Mature,Horror,8.1,1000,France,Arkane Studios,0.62
Battlefield 1,2016,Mature,War,8.1,6000,Sweden,Digital Illusions CE (DICE),0.49
Far Cry 4,2014,Mature,Adventure,8.1,9000,Canada,Ubisoft Montreal,0.43
"Papers, Please",2013,Mature,Thriller,8.1,1000,Japan,3909,0.42
Garry's Mod,2004,Mature,Sci-Fi,8.1,1000,United Kingdom,Facepunch Studios,0.4
Hitman,2016,Mature,Mystery,8.1,2000,Denmark,IO Interactive,0.38
Dark Souls II,2014,Teen,Fantasy,8.1,3000,Japan,From Software,0.36
FIFA 13,2012,Everyone,Sport,8.1,2000,Canada,Electronic Arts (EA),0.32
Lego Batman 2: DC Super Heroes,2012,Everyone1Adults Only+,Sci-Fi,8.1,2000,United States,DC Entertainment,0.31
Rayman Origins,2011,Everyone1Adults Only+,Comedy,8.1,1000,France,Ubisoft Paris Studios,0.29
Saints Row: The Third,2011,Mature,Crime,8.1,6000,United States,PCB Productions,0.28
Mario Kart 7,2011,Everyone,Sport,8.1,2000,Japan,Nintendo Entertainment Analysis and Development (EAD) (I),0.28
Halo 4,2012,Mature,Sci-Fi,8.1,6000,United States,343 Industries,0.27
Battlefield 3,2011,Mature,War,8.1,8000,Sweden,Digital Illusions CE (DICE),0.26
Call of Duty: Modern Warfare 3,2011,Mature,Thriller,8.1,18000,United States,Infinity Ward,0.26
Enslaved: Odyssey to the West,2010,Teen,Sci-Fi,8.1,1000,United Kingdom,Atomhawk Design,0.25
CR: Enter the Matrix,2009,Not Rated,Family,8.1,1000,Japan,Cross Media International,0.23
Hitokui no ôwashi toriko,2016,Teen,Fantasy,8.1,1000,Japan,Gendesign,0.21
Splinter Cell: Conviction,2010,Mature,Thriller,8.1,3000,United States,Ubisoft Montreal,0.18
Castlevania: Lords of Shadow,2010,Mature,Fantasy,8.1,1000,Spain,Kojima Productions,0.18
LittleBigPlanet,2008,Everyone,Fantasy,8.1,1000,United Kingdom,Media Molecule,0.16
Crysis Warhead,2008,Mature,Sci-Fi,8.1,1000,Hungary,Crytek Budapest,0.15
Assassin's Creed Valhalla,2020,Mature,Fantasy,8.1,4000,Canada,Ubisoft Montreal,0.14
Borderlands 3,2019,Mature,Comedy,8.1,1000,United States,Gearbox Software,0.1
Lara Croft Tomb Raider: Anniversary,2007,Teen,Fantasy,8.1,1000,United States,Crystal Dynamics,0.09
Command & Conquer 3: Tiberium Wars,2007,Teen,War,8.1,2000,United States,Electronic Arts (EA),0.08
Battlefield 2,2005,Teen,War,8.1,1000,Sweden,Digital Illusions CE (DICE),0.07
Condemned: Criminal Origins,2005,Mature,Horror,8.1,1000,United States,Monolith Productions,0.06
Lego Star Wars: The Video Game,2005,Everyone,Comedy,8.1,2000,United Kingdom,Aspyr Media,0.06
Tekken 5,2004,Teen,Fantasy,8.1,1000,Japan,Namco,0.05
Super Mario 64 DS,2004,Everyone,Fantasy,8.1,1000,Japan,Nintendo Entertainment Analysis and Development (EAD) (I),0.05
Need for Speed: Underground 2,2004,Everyone,Family,8.1,3000,Canada,Electronic Arts (EA),0.04
Splinter Cell: Pandora Tomorrow,2004,Teen,Thriller,8.1,2000,United States,Ubisoft,0.02
Half-Life: Opposing Force,1999,Mature,Thriller,8.1,1000,United States,Gearbox Software,0.02
Worms Armageddon,1999,Everyone,War,8.1,1000,United Kingdom,Team 17 Software,0.02
Command & Conquer: Generals,2003,Teen,War,8.1,1000,United States,Electronic Arts (EA),0.02
Super Mario Sunshine,2002,Everyone,Crime,8.1,2000,Japan,Nintendo,0.02
Sonic the Hedgehog,1991,Adults Only,Family,8.1,3000,Japan,Sonic Team,0.01
Medal of Honor: Frontline,2002,Teen,War,8.1,1000,United States,Electronic Arts (EA),0.01
Ruîgi manshon,2001,Everyone,Fantasy,8.1,1000,Japan,GameCube,0.01
Sonikku adobenchâ 2,2001,Everyone,Family,8.1,1000,Japan,Sega Entertainment,0.82
Hitman: Codename 47,2000,Mature,Mystery,8.1,2000,Denmark,IO Interactive,0.58
Devil May Cry,2001,Mature,Fantasy,8.1,2000,Japan,Capcom Company,0.38
Spider-Man,2000,Everyone,Fantasy,8.1,1000,United States,Edge of Reality,0.31
Resident Evil: Code: Veronica,2000,Mature,Horror,8.1,3000,Japan,Capcom Company,0.2
Mortal Kombat,1992,Mature,Fantasy,8.1,3000,United States,Midway Mfg,0.15
Tomb Raider II,1997,Teen,Fantasy,8.1,2000,United Kingdom,Core Design,0.14
The Outer Worlds,2019,Mature,Sci-Fi,8.0,2000,United States,Obsidian Entertainment,0.11
Shadow of the Tomb Raider,2018,Mature,Fantasy,8.0,5000,Canada,Crystal Dynamics,0.06
A Way Out,2018,Mature,Crime,8.0,2000,Sweden,Hazelight Studios,0.06
Life Is Strange: Before the Storm,2017,Mature,Romance,8.0,3000,United States,Deck Nine Games,0.02
Batman: The Telltale Series,2016,Mature,Sci-Fi,8.0,3000,United States,Telltale Games,0.06
Ratchet & Clank,2016,Everyone1Adults Only+,Comedy,8.0,2000,United States,Insomniac Games,0.76
Oxenfree,2016,Teen,Mystery,8.0,1000,United States,Night School Studio,0.01
Cyberpunk 2077,2020,Mature,Drama,8.0,7000,Poland,CD Projekt RED,0.2
Dairantou sumasshu burazâzu for Nintendo 3DS,2014,Everyone1Adults Only+,Sci-Fi,8.0,1000,Japan,Bandai Namco Games,0.16
FIFA 14,2013,Everyone,Sport,8.0,2000,Canada,Electronic Arts (EA),0.1
inFamous: Second Son,2014,Teen,Fantasy,8.0,4000,United States,Sucker Punch Productions,0.04
Poketto monsutâ Y,2013,Everyone,Family,8.0,1000,Japan,Creatures,0.02
Call of Duty: Black Ops II,2012,Mature,Horror,8.0,14000,United States,PCB Productions,0.65
Deadpool,2013,Mature,Comedy,8.0,3000,United States,High Moon Studios,0.51
Injustice: Gods Among Us,2013,Teen,Fantasy,8.0,6000,United States,DC Entertainment,0.39
Assassin's Creed III,2012,Mature,History,8.0,17000,Canada,Ubisoft Annecy,0.37
FIFA 12,2011,Everyone,Sport,8.0,1000,Canada,Electronic Arts (EA),0.26
