Name,year,esrp,genre,rate,vote,country,company
Hollow Knight,2017,20172017E10+E10+,ActionAdventureFantasy,8.8,2K,Australia,Team Cherry
Horizon Zero Dawn: The Frozen Wilds,2017,20172017TT,ActionAdventureMystery,8.8,1.8K,Netherlands,Guerrilla Games
Divinity: Original Sin II,2017,20172017MM,ActionAdventureFantasy,8.8,754,Belgium,Larian Studios
The Walking Dead: The Final Season,2018,20182018MM,DramaHorrorSci-Fi,8.8,2.4K,United States,Telltale Games
Shining the Holy Ark,1996,19961996K-AK-A,Action,8.8,7,Japan,Sonic! Software Planning
Enderal: The Shards of Order,2016,20162016,ActionAdventureFantasy,8.8,261,Germany,
Death Stranding,2019,20192019MM,ActionAdventureDrama,8.8,8K,Japan,Kojima Productions
Valkyria Chronicles 3: Unrecorded Chronicles,2011,20112011,ActionAdventureDrama,8.8,33,Japan,
Toaru majutsu to kagaku no pazudekkusu,2014,20142014,Action,8.8,5,Japan,Heroz
Lost Within,2015,20152015,Horror,8.8,6,United States,Amazon Game Studios
Der Eisendrache,2016,20162016,ActionDramaHorror,8.8,237,United States,Treyarch Invention
The Legend of Zelda: Twilight Princess HD,2016,20162016TT,ActionAdventureFantasy,8.8,577,Australia,Nintendo Entertainment Planning & Development (EPD)
Psychonauts 2,2021,20212021TT,ActionAdventureComedy,8.8,604,United States,Double Fine Productions Inc.
Undertale,2015,20152015E10+E10+,AdventureComedyDrama,8.8,3.3K,United States,tobyfox
NieR: Automata,2017,20172017MM,ActionAdventureDrama,8.8,2.8K,Japan,Platinum Games
Inside,2016,20162016MM,AdventureHorrorMystery,8.8,3.5K,Denmark,Playdead Studios
Fire Emblem: Awakening,2012,20122012TT,ActionAdventureFantasy,8.8,932,Japan,Intelligent Systems
NCAA Football 14,2013,20132013,Sport,8.8,88,United States,EA Sports
Zeruda no densetsu: Kamigami no toraifôsu 2,2013,20132013EE,ActionAdventureFantasy,8.8,1.6K,Japan,Nintendo Entertainment Analysis and Development (EAD) (I)
Until Dawn,2015,20152015MM,HorrorMysteryThriller,8.8,14K,United Kingdom,Sony Computer Entertainment America
Kyokugen dasshutsu: adobencha zennin shibo desu,2012,20122012MM,AdventureMysterySci-Fi,8.8,248,Japan,Spike Chunsoft
Metal Gear Solid V: The Phantom Pain,2015,20152015MM,ActionAdventureDrama,8.8,7.4K,Japan,Kojima Productions
Star Rider,1984,19841984,Sci-FiSport,8.8,8,United States,Computer Creations
Gyakuten kenji 2,2011,20112011,AnimationMystery,8.8,93,Japan,Capcom Company
AI: The Somnium Files - nirvanA Initiative,2022,20222022MM,AdventureCrimeMystery,8.8,30,Japan,
Wiedzmin 2: Zabójcy królów,2011,20112011MM,ActionAdventureDrama,8.8,5.4K,Poland,CD Projekt RED
Xenoblade Chronicles 3,2022,20222022TT,ActionAdventureFantasy,8.8,39,Japan,Monolith Soft
Tomb Raider,2013,20132013MM,ActionAdventureFantasy,8.8,18K,United States,Crystal Dynamics
Kingdom Hearts: Final Mix,2002,20022002,Adventure,8.8,12,Japan,Square Enix Company
The Apocalypse,2022,20222022,AdventureHorror,8.8,5,United Kingdom,
Bad Ben,2021,20212021,ComedyHorror,8.8,6,United States,
Yuppie Psycho,2019,20192019MM,ActionAdventureHorror,8.8,6,France,Baroque Decay Games
Dead Space 2,2011,20112011MM,ActionHorrorSci-Fi,8.8,6.6K,United States,Visceral Games
Project Zomboid,2013,20132013MM,AdventureHorror,8.8,24,Canada,The Indie Stone
Shining Force III,1997,19971997,Fantasy,8.8,5,Japan,Camelot Software Planning
Debiru samunâ: Kuzunoha Raidou tai Abadon'ou,2008,20082008MM,ActionAdventureFantasy,8.8,52,Japan,Atlus
Poketto monsutâ Sourushirubâ,2009,20092009EE,ActionAdventureFamily,8.8,835,Japan,Creatures
Poketto monsutâ Hâtogôrudo,2009,20092009EE,ActionAdventureFamily,8.8,873,Japan,Creatures
Heavy Rain,2010,20102010MM,CrimeDramaMystery,8.8,13K,France,Quantic Dream
Metroid Dread,2021,20212021TT,ActionAdventureMystery,8.8,455,Japan,MercurySteam
Marvel's Guardians of the Galaxy,2021,20212021TT,ActionAdventureComedy,8.8,3.2K,Canada,Eidos Montreal
Ultrakill,2020,20202020MM,ActionAdventureFantasy,8.8,42,United States,Arsi Hakita Patala
Heroes of Might and Magic III: Armageddon's Blade,1999,19991999,ActionAdventureFantasy,8.8,592,United States,New World Computing
Call of Duty: Modern Warfare 2,2009,20092009MM,ActionThriller,8.8,23K,United States,Activision Blizzard
Final Fantasy XIV: Endwalker,2021,20212021TT,ActionAdventureFantasy,8.8,107,Japan,Square Enix Company
Kingudamu hâtsu: Bâsu bai surîpu,2010,20102010E10+E10+,ActionAdventureFamily,8.8,1.6K,Japan,Disney Interactive Japan
Kimi ga Shine: Tasuketsu Death Game,2017,20172017,AdventureHorrorMystery,8.8,33,Japan,Nankidai
Toca Life: World,2021,2021202125m,Animation,8.8,284,United States,Macpherson Pictures
Degrees of Lewdity,2020,20202020,,8.8,24,,
Dead Space,2008,20082008MM,ActionHorrorMystery,8.8,9.5K,United States,Electronic Arts (EA) Redwood Shores
Monkey Island 2: LeChuck's Revenge - Special Edition,2010,20102010,AdventureComedyFantasy,8.8,48,United States,LucasArts Entertainment Company
The Lighthouse Map,2020,20202020,HorrorMysteryThriller,8.8,9,Saudi Arabia,FarCry Arab
Phoenix Wright: Ace Attorney Trilogy,2019,20192019TT,AdventureComedyCrime,8.8,151,Japan,Capcom Company
World of Warcraft: Wrath of the Lich King,2008,20082008TT,ActionAdventureFantasy,8.8,2.2K,United States,Blizzard Entertainment
Quern - Undying Thoughts,2016,20162016,Adventure,8.8,5,Hungary,Zadbox Entertainment
Kimetsu no Yaiba: Hinokami Keppuutan,2021,20212021TT,ActionAdventureFantasy,8.8,803,Japan,Aniplex
Kamaitachi no yoru,1994,19941994,Adventure,8.8,11,Japan,Chun Soft
Raburaibu! Sukûru aidoru festibaru: Ôru sutâzu,2019,20192019,Music,8.8,15,Japan,Bushiroad
Medieval II: Total War,2006,20062006,ActionHistoryWar,8.8,1.2K,United States,Creative Assembly
Albedo,2019,20192019,Horror,8.8,12,Spain,Apestudio
Inazuma Irebun GO: Dark,2011,20112011,Sport,8.8,6,Japan,Level-5
Inazuma Irebun GO: Shine,2011,20112011,Sport,8.8,10,Japan,Level-5
Inazuma Irebun 2: Kyoui no Shinryakusha: Blizzard,2009,20092009,Sport,8.8,14,Japan,Level-5
StarCraft II: Wings of Liberty,2010,20102010TT,ActionAdventureSci-Fi,8.8,3.3K,United States,Blizzard Entertainment
The Godfather: The Don's Edition,2007,20072007,ActionCrimeDrama,8.8,311,United States,Electronic Arts (EA)
ArmA 3: Apex,2016,20162016,Action,8.8,14,United States,Bohemia Interactive Studio
Okami,2006,20062006TT,ActionAdventureFantasy,8.8,1.3K,Japan,Clover Studio Company
Half-Life 2: Episode One,2006,20062006MM,ActionAdventureSci-Fi,8.8,5.4K,United States,Valve
Halo 3,2007,20072007MM,ActionAdventureSci-Fi,8.8,12K,United States,Bungie Software
Star Wars: Battlefront II,2005,20052005TT,ActionAdventureSci-Fi,8.8,6.7K,United States,LucasArts Entertainment Company
Growlanser III: The Dual Darkness,2001,20012001,ActionAdventureDrama,8.8,33,Japan,Career Soft
Growlanser II: The Sense of Justice,2001,20012001TT,ActionAdventureDrama,8.8,40,Japan,Career Soft
Doragon kuesuto VIII: Sora no daichi to norowareshi himegimi,2004,20042004TT,ActionAdventureDrama,8.8,712,Japan,Armor Project
Ratchet & Clank: Up Your Arsenal,2004,20042004TT,ActionAdventureComedy,8.8,1.4K,United States,Insomniac Games
Hitman: Blood Money,2006,20062006MM,ActionCrimeMystery,8.8,5.5K,Denmark,Eidos Interactive
Master of Magic,1994,19941994,,8.8,52,United States,MicroProse Software Inc.
Age of Empires II: The Age of Kings,1999,19991999TT,ActionAdventureHistory,8.8,3.4K,United States,Ensemble Studios
Sly 2: Band of Thieves,2004,20042004EE,ActionAdventureComedy,8.8,1.1K,United States,Sucker Punch Productions
Sanitarium,1998,19981998TT,AdventureDramaHorror,8.8,446,United States,DreamForge Intertainment Inc.
Eternal Arcadia,2000,20002000TT,ActionAdventureFantasy,8.8,258,Japan,Overworks
The Elder Scrolls III: Morrowind,2002,20022002TT,ActionAdventureFantasy,8.8,3.4K,United States,Bethesda Game Studios
Poketto monsutâ kin,1999,19991999EE,ActionAdventureFantasy,8.8,1.6K,Japan,Creatures
Halo: Combat Evolved,2001,20012001MM,ActionAdventureMystery,8.8,11K,United States,Gearbox Software
Thief: The Dark Project,1998,19981998MM,AdventureCrimeFantasy,8.8,680,United States,Looking Glass Studios
Civilization,1991,19911991,History,8.8,704,United States,MicroProse Software Inc.
Conker's Bad Fur Day,2001,20012001MM,ActionAdventureComedy,8.8,1.4K,United Kingdom,Nintendo
Undying,2001,20012001MM,ActionHorrorMystery,8.8,922,United States,DreamWorks Interactive
The Operative: No One Lives Forever,2000,20002000TT,ActionAdventureComedy,8.8,630,United States,Monolith Productions
Snatcher CD-ROMantic,1992,19921992,ActionMysterySci-Fi,8.8,156,Japan,Konami
Fainaru fantajî IX,2000,20002000TT,ActionAdventureFantasy,8.8,5K,Japan,Square Company
Thief II: The Metal Age,2000,20002000MM,AdventureCrimeFantasy,8.8,496,United States,Looking Glass Studios
Poketto monsutâ gin,1999,19991999EE,ActionAdventureFantasy,8.8,1K,Japan,Creatures
Quest for Glory IV: Shadows of Darkness,1994,19941994,AdventureFantasy,8.8,200,Canada,Sierra Entertainment
Crash Bandicoot: Warped,1998,19981998EE,ActionAdventureComedy,8.8,2.5K,United States,Naughty Dog
Titanic: Adventure Out of Time,1996,19961996TT,ActionAdventureMystery,8.8,308,United States,Cyberflix Inc.
Freespace,1998,19981998,ActionSci-Fi,8.8,132,United States,
Freelancer,2003,20032003,ActionAdventureMystery,8.8,521,Canada,Digital Anvil
The Last Express,1997,19971997TT,CrimeDramaMystery,8.8,253,United States,Outpost Studios
Wing Commander IV: The Price of Freedom,1995,19951995,ActionAdventureSci-Fi,8.8,774,United States,Origin Systems
Wing Commander III: Heart of the Tiger,1994,19941994TT,ActionAdventureSci-Fi,8.8,792,United States,Origin Systems
Steins;Gate Elite,2018,20182018,ComedyDramaRomance,8.7,160,Japan,5pb.
Avo,2019,20192019,Adventure,8.7,15,United Kingdom,Playdeo
Ryuu ga gotoku: Kiwami 2,2017,20172017MM,ActionCrimeDrama,8.7,618,Japan,Ryu Ga Gotoku Studio
OneShot,2016,20162016,AdventureDramaFantasy,8.7,88,,Future Cat
XCOM 2: War of the Chosen,2017,20172017,ActionSci-FiThriller,8.7,304,United States,Firaxis Games Inc.
Zombies Chronicles,2017,20172017,Action,8.7,167,United States,Treyarch Invention
Lone Echo,2017,20172017,AdventureSci-Fi,8.7,58,United States,Oculus VR
Emerald City Confidential,2009,20092009,,8.7,83,United States,Wadjet Eye
Sûpâ robotto taisen V,2017,20172017,ActionSci-Fi,8.7,7,Japan,B.B. Studio
Shin Megami Tensei V,2021,20212021MM,ActionAdventureFantasy,8.7,81,Japan,Atlus
Mario Kart 8 Deluxe,2017,20172017EE,FantasySport,8.7,2.6K,Japan,Nintendo Entertainment Planning & Development (EPD)
Off,2008,20082008,ActionFantasyMystery,8.7,25,Belgium,
Juusan kihei boueiken,2019,20192019TT,ActionAdventureDrama,8.7,140,Japan,Vanilla Ware
Hill Street Blues,1991,19911991,Crime,8.7,19,United Kingdom,Krisalis Software
Steins;Gate,2009,20092009MM,ComedyDramaRomance,8.7,391,Japan,5pb.
Deus Ex: Human Revolution - Director's Cut,2013,20132013,ActionAdventureDrama,8.7,160,Canada,Eidos Montreal
Resident Evil HD Remaster,2015,20152015MM,ActionHorrorMystery,8.7,1.6K,Japan,Capcom Company
Downfall,2016,20162016MM,DramaHorrorMystery,8.7,69,United Kingdom,Harvester Games
StarCraft II: Legacy of the Void,2015,20152015,ActionAdventureSci-Fi,8.7,944,United States,Blizzard Entertainment
Hellblade: Senua's Sacrifice,2017,20172017MM,ActionAdventureDrama,8.7,3.7K,United Kingdom,Ninja Theory
Ori and the Blind Forest,2015,20152015EE,AdventureFantasy,8.7,2K,Austria,Moon Studios
What Remains of Edith Finch,2017,20172017TT,AdventureDramaMystery,8.7,3.2K,United States,Giant Sparrow
BioShock Infinite: Burial at Sea - Episode One,2013,20132013MM,ActionAdventureMystery,8.7,2K,United States,Irrational Games
Grim Fandango: Remastered,2015,20152015TT,AdventureComedyCrime,8.7,991,United States,Disney Interactive
Alien: Isolation,2014,20142014MM,HorrorSci-FiThriller,8.7,5.4K,United Kingdom,Creative Assembly
The Walking Dead: The Game - Season 2,2013,20132013MM,DramaHorrorThriller,8.7,7.1K,United States,Telltale Games
Gyakuten saiban 3,2004,20042004TT,ComedyCrimeDrama,8.7,293,Japan,Capcom Company
Assassin's Creed IV: Black Flag,2013,20132013MM,ActionAdventureHistory,8.7,17K,Canada,Ubisoft Annecy
Borderlands 2,2012,20122012MM,ActionAdventureComedy,8.7,6.3K,United States,Gearbox Software
StarCraft II: Heart of the Swarm,2013,20132013,ActionAdventureSci-Fi,8.7,1.6K,United States,Blizzard Entertainment
Overclocked - Eine Geschichte über Gewalt,2007,20072007,MysteryThriller,8.7,73,Germany,House of Tales
Zero Escape: The Nonary Games,2017,20172017MM,ActionAdventureHorror,8.7,18,Japan,Spike Chunsoft
BUZZ! Junior: Jungle Party,2006,20062006,Family,8.7,23,United Kingdom,Magenta Software
Destiny 2: The Witch Queen,2022,20222022TT,Action,8.7,108,United States,Bungie Studios
Sleeping Dogs: Definitive Edition,2014,20142014,ActionCrimeDrama,8.7,13,United States,United Front Games
L.A. Noire,2011,20112011MM,ActionCrimeDrama,8.7,15K,Australia,Team Bondi
Twisted-Wonderland,2020,20202020,ActionAdventureFantasy,8.7,6,Japan,Aniplex
Assassin's Creed: Brotherhood,2010,20102010MM,ActionAdventureHistory,8.7,15K,Canada,Ubisoft Annecy
Outer Wilds: Echoes of the Eye,2021,20212021,AdventureMysterySci-Fi,8.7,53,United States,Mobius Digital
MVP Baseball 2005,2005,20052005,Sport,8.7,53,United States,EA Sports
Mortal Kombat 11: Ultimate,2020,20202020MM,ActionAdventureFantasy,8.7,68,United States,NetherRealm Studios
Enderal: Forgotten Stories,2019,20192019,ActionAdventureFantasy,8.7,13,Germany,SureAI
Mass Effect 3: Leviathan,2012,20122012MM,ActionAdventureSci-Fi,8.7,73,Canada,Bioware
Demon's Souls,2009,20092009MM,ActionAdventureFantasy,8.7,1.4K,Japan,From Software
Devil May Cry 3: Special Edition,2006,20062006MM,ActionAdventureFantasy,8.7,35,Japan,Capcom Company
Beyblade G-Revolution,2004,20042004EE,Action,8.7,6,,
Pavlov VR,2017,20172017,Action,8.7,10,United States,
Forza Horizon 5,2021,20212021EE,ActionAdventureCrime,8.7,808,United Kingdom,Playground Games
Lost Judgment,2021,20212021MM,ActionComedyCrime,8.7,210,Japan,Ryu Ga Gotoku Studio
Wandersong,2018,20182018E10+E10+,AdventureMusicMusical,8.7,15,United States,Greg Lobanov
The Binding of Isaac: Repentance,2021,20212021MM,ActionAdventureFantasy,8.7,74,United States,Nicalis
Cruelty Squad,2021,20212021,ActionAdventureCrime,8.7,22,Finland,Consumer Softproducts
Meitantei Conan: Tsuioku no Mirajiyu,2007,20072007,Mystery,8.7,15,Japan,Marvelous Entertainment
Reiton kyôju to saigo no jikan ryokô,2008,20082008E10+E10+,AdventureFantasy,8.7,238,Japan,Level-5
Super Mario 3D World + Bowser's Fury,2021,20212021EE,ActionAdventureFantasy,8.7,522,United States,Nintendo Entertainment Planning & Development (EPD)
Smugglers of Cygnus: Cygnus Pizza Race,2020,20202020,Action,8.7,11,United States,Longplay Games
Gears of War 2,2008,20082008MM,ActionSci-FiWar,8.7,5.5K,United States,Epic Games
Little Nightmares II,2021,20212021TT,AdventureHorror,8.7,1.2K,Sweden,Tarsier Studios
She Will Punish Them,2020,20202020,ActionFantasy,8.7,34,China,L2 Game Studios
History Adventures: Revolutions & Industrialization,2020,20202020,History,8.7,31,Qatar,Spencer Striker Digital Media
Demon's Souls,2020,20202020MM,ActionAdventureFantasy,8.7,871,Japan,Bluepoint Games
Stray,2022,20222022E10+E10+,AdventureSci-Fi,8.7,1K,France,BlueTwelve Studio
Resident Evil Village,2021,20212021MM,ActionAdventureDrama,8.7,4.6K,Japan,Capcom Company
Ponkotsu roman daikatsugeki Banpi Torotto,2005,20052005TT,ActionAdventureDrama,8.7,81,Japan,Irem
Tony Hawk's Pro Skater 1 + 2,2020,20202020TT,Sport,8.7,354,United States,Vicarious Visions
NieR Replicant: ver.1.22474487139...,2021,20212021MM,ActionAdventureDrama,8.7,367,Japan,Square Enix Company
Dragon Ball Z: Sparking! Meteor,2007,20072007TT,ActionAdventureComedy,8.7,850,United States,Bandai Visual Company
Lego Star Wars: The Complete Saga,2007,20072007E10+E10+,ActionAdventureComedy,8.7,4.2K,United Kingdom,LEGO
Candle,2016,20162016,Adventure,8.7,6,Spain,Teku Studios
Demons Vs Fairyland,2016,20162016,Adventure,8.7,7,,
Pixel Ripped 1995,2020,20202020E10+E10+5h,AnimationActionAdventure,8.7,22,Brazil,Arvore Immersive Experiences
Ryu ga gotoku 7: Hikari to yami no yukue,2020,20202020MM,ActionComedyCrime,8.7,512,Japan,Ryu Ga Gotoku Studio
Xenoblade Chronicles: Definitive Edition,2020,20202020TT,ActionAdventureFantasy,8.7,201,,Monolith Soft
Outer Wilds,2019,20192019,AdventureMysterySci-Fi,8.7,475,United States,Mobius Digital
Blush Blush,2019,20192019,ComedyRomance,8.7,9,Canada,Sad Panda Studios
Paraworld,2006,20062006,Fantasy,8.7,41,Germany,Sunflowers
Dairantô Sumasshu Burazâzu ekkusu,2008,20082008TT,ActionAdventureFantasy,8.7,4.7K,Japan,Sora
Football Manager 2007,2006,20062006,Sport,8.7,275,United Kingdom,Sega
Ultima V: Lazarus,2005,20052005,Fantasy,8.7,49,United States,Team Lazarus
Original War,2001,20012001TT,War,8.7,21,Czech Republic,Altar Interactive
Minna daisuki katamari damashii,2005,20052005EE,ActionFantasy,8.7,177,Japan,Namco
Darwinia,2005,20052005,Adventure,8.7,38,United Kingdom,Introversion Software Limited
Poketto Monsutâ Emerarudo,2004,20042004EE,ActionAdventureFantasy,8.7,1.3K,Japan,
Homeworld,1999,19991999E10+E10+,ActionAdventureDrama,8.7,297,Canada,Relic Entertainment
StarLancer,2000,20002000,ActionAdventureSci-Fi,8.7,56,United States,Digital Anvil
Pajama Sam: No Need to Hide When It's Dark Outside,1996,19961996,AdventureComedyFamily,8.7,182,United States,Humongous Entertainment
Need for Speed: Most Wanted,2005,20052005TT,ActionCrimeSport,8.7,6.9K,Canada,Electronic Arts (EA)
Super Solvers: Gizmos & Gadgets!,1993,19931993,ActionAdventureFamily,8.7,10,United States,The Learning Company
TimeSplitters: Future Perfect,2005,20052005MM,ActionAdventureSci-Fi,8.7,809,United Kingdom,Free Radical Design
Star Control II,1992,19921992,AdventureSci-Fi,8.7,104,United States,Toys For Bob
Shadow Hearts II,2004,20042004TT,ActionAdventureFantasy,8.7,179,Japan,Nautilus
Poketto monsutâ faiareddo,2004,20042004EE,ActionAdventureFantasy,8.7,1.4K,Japan,Creatures
The Lord of the Rings: The Battle for Middle-Earth,2004,20042004,ActionAdventureFantasy,8.7,2K,United States,Electronic Arts (EA)
Ico,2001,20012001TT,AdventureDramaFantasy,8.7,1.7K,Japan,Sony Computer Entertainment
Anvil of Dawn,1995,19951995,Fantasy,8.7,12,United States,New World Computing
Psychonauts,2005,20052005TT,ActionAdventureComedy,8.7,1.7K,United States,Double Fine Productions Inc.
Azel: Panzer Dragoon RPG,1998,19981998,Adventure,8.7,142,Japan,Team Andromeda
Zero: Akai chou,2003,20032003MM,HorrorMystery,8.7,601,Japan,Tecmo
Rome: Total War,2004,20042004TT,ActionAdventureHistory,8.7,1.7K,United Kingdom,Creative Assembly
Halo 2,2004,20042004MM,ActionAdventureSci-Fi,8.7,9.6K,United States,Bungie Software
Jet Set Radio Future,2002,20022002TT,ActionFamilySport,8.7,271,Japan,Smilebit Corporation
Silent Hill 3,2003,20032003MM,DramaHorrorMystery,8.7,3.7K,Japan,Konami Computer Entertainment
Septerra Core: Legacy of the Creator,1999,19991999,AdventureFantasySci-Fi,8.7,71,United States,
Majestic,2001,20012001,AdventureThriller,8.7,19,United States,Anim-X
The Journeyman Project 3: Legacy of Time,1998,19981998K-AK-A,AdventureSci-Fi,8.7,91,United States,Presto Studios
Freespace 2,1999,19991999,ActionSci-Fi,8.7,258,United States,Interplay Entertainment
Poketto Monsutaa Kurisutaru,2000,20002000EE,ActionAdventureFantasy,8.7,981,Japan,Creatures
Grand Theft Auto III,2001,20012001MM,ActionCrimeDrama,8.7,16K,United Kingdom,Rockstar North
Super Mario RPG: Legend of the Seven Stars,1996,19961996EE,ActionAdventureFantasy,8.7,1.4K,Japan,Nintendo
Perfect Dark,2000,20002000,ActionAdventureSci-Fi,8.7,1.5K,United Kingdom,Rare
Astron Belt,1983,19831983,ActionAdventureSci-Fi,8.7,10,Japan,Sega Enterprises
Alice,2000,20002000MM,ActionAdventureFantasy,8.7,1.5K,United States,Electronic Arts (EA)
Strike Commander,1993,19931993,Action,8.7,49,United States,Origin Systems
Mario Kart 64,1996,19961996K-AK-A,ActionFamilyFantasy,8.7,3.1K,Japan,Nintendo Entertainment Analysis and Development (EAD) (I)
Ultima VII: The Black Gate,1992,19921992,AdventureFantasy,8.7,122,United States,Origin Systems
